siteid,latitude,longitude,heading,pitch,metric_2,place_id,place_type,processed
44001631,55.782867,-4.053553,-93.15509437,0.391871827,1.0,ChIJe559cctqiEgRauQC9neqJUg,gas_station,
44001632,54.350085,-6.278436,54.40491491,3.249429741,1.0,ChIJ9xwys1LhYEgR_NdVNGpjBxk,gas_station,
44001633,57.723871,-3.281682,235.97,7.66,1.0,ChIJyyv-ZCYMhUgRXAJrq3SFrco,gas_station,
44001634,54.492472,-6.063362,-63.38709261,-1.202499617,2.0,ChIJuUtBeoMEYUgRBAFO4Aj6nZA,gas_station,
44001635,51.250979,-0.773497,50.02827945,6.866430841,1.0,ChIJn3FFp6IsdEgRDSZ0BAVzeok,gas_station,
44001637,52.006681,-0.303805,287.28,-3.08,1.0,ChIJJ576w7s0dkgRSyUtcfp68po,gas_station,
44001638,55.900385,-3.231507,-115.8953372,-0.924226492,1.0,ChIJLXT2WtbGh0gRKcxPLpqgUuE,gas_station,
44001639,52.635452,-1.157914,-119.7406052,-0.200609818,1.0,ChIJQypZ_-pgd0gR21BJ1c7Iw9U,gas_station,
44001641,53.528271,-0.653622,-144.3460156,-3.817624142,1.0,ChIJC7HRZf37eEgRfiSfJFZ2zqM,gas_station,
44001642,53.67876,-1.498459,64.0,-1.41,1.0,ChIJ2cPcsv5meUgRmV1tkliMeMA,gas_station,
44001643,55.625987,-4.673353,116.5286127,-1.589098315,1.0,ChIJlac7MYjOiUgR0TyQeVV8hao,gas_station,
44001645,52.398844,1.295944,-15.58650327,1.887233818,2.0,ChIJBQVh6cPt2UcRwVpD1wTD3nM,gas_station,
44001647,51.206263,-1.474622,164.7015719,-1.116412649,0.0,ChIJE7Q7O6QHdEgR8p1yHCKhdqE,gas_station,
44001648,51.360897,-0.218054,12.34,-4.7,1.0,ChIJs4GTvzsIdkgREhPHTbXwWZ4,gas_station,
44001650,51.648345,-0.451669,114.12,2.14,1.0,ChIJrbA10zdqdkgR5qqTLGjTB-E,car_repair,
44001651,54.50559119,-6.780145611,310.0683981,4.981705574,,ChIJ8_Vz-KqOYEgR75u6-bro56o,gas_station,
44001652,52.913665,-1.406257,-109.0172187,2.286343959,1.0,ChIJ06vxBtTxeUgRHHJXhB4jMKE,gas_station,
44001653,51.742899,-0.970379,25.776347,0.221812429,1.0,ChIJr65ufuvtdkgRRoy7GhfsK6s,gas_station,
44001655,51.381826,-0.063352,123.0449021,-1.83514986,1.0,ChIJO9d2N-QAdkgRUfT8A1sM4_k,gas_station,
44001658,52.669658,-1.106434,-26.21482044,-0.829934389,1.0,ChIJ61NpS5Fhd0gRtoi0KppPH0U,gas_station,
44001659,51.540437,0.730055,111.9056249,2.758498174,1.0,ChIJZfqyykPY2EcR8_194tFxRFA,gas_station,
44001661,54.534813,-1.342949,-113.5838155,3.630931403,1.0,ChIJPZ06QZaTfkgRR-8D4Scv_1g,gas_station,
44001662,55.832604,-4.248516,147.8160857,1.670139987,1.0,ChIJYU9lyelGiEgRHQoBiRiRHMc,gas_station,
44001663,52.033175,-0.092726,-149.9150827,-1.544505238,1.0,ChIJ0eyM_jfVd0gR3TUufBcZRaY,gas_station,
44001666,51.559762,0.007545,-23.70725548,2.953211342,1.0,ChIJf9kVRnqn2EcRQabR9DHsNdE,gas_station,
44001667,54.670282,-5.925577,13.24865006,0.656561413,1.0,ChIJk7_W_Q6nYUgRFLfQTxHGtJI,gas_station,
44001668,51.714048,-0.333855,107.9491517,1.76624221,1.0,ChIJ5WiFnrI_dkgR9Gs8IudLnBI,gas_station,
44001669,52.44618,-2.837075,-160.2660071,3.217832066,1.0,ChIJoUfZ3wUTcEgROXLfvnvmCvQ,gas_station,
44001671,51.447967,0.117,-139.4537107,-3.97755617,1.0,ChIJFxTEAr6u2EcRXddnz0-kNG0,gas_station,
44001672,52.907945,-1.236047,53.95614923,0.776109192,1.0,ChIJ7bfcf03oeUgRuU9uSDThgx0,gas_station,
44001673,51.581309,-0.155673,-182.9375961,2.831104557,1.0,ChIJ82znrjkadkgRgrzzl1mwlYI,gas_station,
44001674,55.130979,-6.67616,-41.23881922,-0.915022255,1.0,ChIJUY8p0Ew7YEgRcMZbiUlhagY,gas_station,
44001675,51.364373,-0.118346,-126.0863921,2.823221497,1.0,ChIJD10WQWoHdkgRbLKtpdGOoaw,gas_station,
44001676,51.532822,0.107627,-52.3767011,-0.802788919,1.0,ChIJKeBYj-il2EcRyvaTGdNuF8Q,gas_station,
44001677,51.145595,-0.979805,-184.0593728,3.126280643,1.0,ChIJNwVT5-I6dEgRgc-q64zD2MU,gas_station,
44001678,52.812803,-2.119019,144.7070598,3.389518006,1.0,ChIJhzjSmYJxekgRSggsFYh8Vvg,gas_station,
44001679,51.52711,-0.036487,-80.77751989,-1.453583765,1.0,ChIJoWkOPyUddkgRwekNSg3Zw1M,gas_station,
44001683,51.66713,-0.042425,-88.93938216,3.273675129,1.0,ChIJE88cop4fdkgRei-QDFMz-A0,gas_station,
44001684,51.892116,-0.452146,47.33807328,0.308088615,2.0,ChIJuznDR-BIdkgRagi770Giax4,gas_station,
44001685,54.140836,-6.360665,-12.15826239,0.063773257,1.0,ChIJR3jK8NvEYEgRSLhC3UYNpoc,gas_station,
44001686,54.60367,-5.942934,174.6130939,-1.363844463,1.0,ChIJXyYeumMIYUgReJMK4YvabFU,gas_station,
44001687,54.435513,-6.417127,-147.0252777,-2.221862491,1.0,ChIJ9wP4QfzvYEgRo3M8spxITe8,gas_station,
44001689,55.04461,-7.018474,-135.6018338,-0.687432471,1.0,ChIJ-XVfSOgRYEgRFoygP1XKMF8,gas_station,
44001691,51.387485,0.074218,26.19705065,2.237411918,1.0,ChIJ_QrA0XWr2EcRi9Odg_plKBg,gas_station,
44001692,51.615856,-0.242277,157.086989,-3.020142848,1.0,ChIJk6VpHdwWdkgR-o8lKzwOtK0,gas_station,
44001693,53.53114,-2.354394,159.4218042,-0.096602311,1.0,ChIJrZ1kn1yve0gRV28TRsdQ_wc,gas_station,
44001694,51.605342,-1.256227,30.04098111,3.006291484,1.0,ChIJJTxRDsO5dkgRpwjTkaDr2SA,gas_station,
44001696,52.779259,-1.212136,34.70945543,-0.05528172,1.0,ChIJ6ff4e7TgeUgR6sTmNdQcsBY,gas_station,
44001697,51.24818,-0.575536,-32.39437899,3.068593984,1.0,ChIJd85tprvQdUgR5QaEgulm6MA,gas_station,
44001698,51.635758,-0.01296,-42.2498778,2.295656976,1.0,ChIJ6Uz_kzEedkgRqcWoI-S67Mg,gas_station,
44001699,52.467663,-1.750903,-139.4750181,2.232751697,2.0,ChIJP-fOxPKwcEgR1FhVhYmhKRw,gas_station,
44001700,54.585237,-5.975472,-153.4332676,-2.599409701,3.0,ChIJGWhvJSgGYUgRhf4BWyPcXl0,car_repair,
44001702,51.566556,-0.442111,329.22,-1.1,1.0,ChIJq-AM_0VsdkgRVvbCRrxvs3k,gas_station,
44001703,54.571271,-5.902364,71.22120983,0.632729666,1.0,ChIJbZZnucQJYUgRS5kCYzA4AXo,gas_station,
44001704,50.98001,-1.441447,-87.49655675,0.804412032,2.0,ChIJmVWTJ-d0dEgR8IlwdkGt2OM,gas_station,
44001706,52.371721,-1.269101,73.73891811,3.647005975,1.0,ChIJHQiHGLRAd0gRHV1jdUOvno0,gas_station,
44001708,52.198405,0.112756,335.45,-4.38,1.0,ChIJW7qEYaRw2EcRoUTTmwnJHdk,gas_station,
44001709,51.188197,0.267977,173.1052427,-3.489352818,1.0,ChIJ-WadelBP30cRNwUPX28aXig,gas_station,
44001710,53.394998,-2.066218,27.55426574,-9.010336995,1.0,ChIJwYdUwmm1e0gRz8Sno8G6Pwc,gas_station,
44001711,50.876364,0.60151,77.20722805,2.220576305,1.0,ChIJ344yJgMb30cRWaH9Xmu1w6A,gas_station,
44001712,53.765112,-1.703689,-10.06838152,1.851117642,1.0,ChIJc0AyVVTge0gRuB2LLdX6Y7Q,gas_station,
44001713,51.548933,0.04249,114.5541775,3.392983807,1.0,ChIJt_7Aa66n2EcRdGbbHVZs1R0,gas_station,
44001714,52.980155,-1.174533,-74.9394969,5.816444762,1.0,ChIJQ30ER7_BeUgRAEWdttYznNM,gas_station,
44001716,52.40028,-1.820053,-101.935464,1.683508635,1.0,ChIJgSqjkKi5cEgRsH2IJKEt31s,gas_station,
44001719,51.488305,0.017268,201.96,12.76,1.0,ChIJ4QZg7juo2EcRX_gYyuFq8PE,gas_station,
44001721,55.87062,-3.637091,-132.0511513,3.104468636,1.0,ChIJcX-ij_d1iEgRGofuMFGqKhs,gas_station,
44001722,51.484491,-3.226387,59.85103524,5.974963635,1.0,ChIJ62Ut2DsbbkgRYFm4viPIPMM,gas_station,
44001723,52.549244,-1.88394,54.18846922,4.59760139,1.0,ChIJVWSYS52kcEgRMX4nFM-I3wY,gas_station,
44001724,51.438968,0.05094,90.6915777,1.159313893,1.0,ChIJZ9TNenmp2EcR9227Go7Dtaw,gas_station,
44001725,51.720718,-0.363709,-12.91669306,6.848650486,1.0,ChIJn5fIQZw_dkgR3w2JFbHvTno,gas_station,
44001726,52.034898,1.149998,139.7247771,-0.290115334,1.0,ChIJ_zEGbBig2UcRAGZeKYiqj5E,gas_station,
44001727,53.603209,-3.033348,65.84646402,-4.398354532,1.0,ChIJRW6_K-U7e0gRYkGlFkH-keo,gas_station,
44001729,53.337818,-3.406527,-155.2083004,0.142993436,1.0,ChIJ0yLLiwYqZUgRksB-E7NP2tw,gas_station,
44001730,51.360986,-0.200001,334.66,1.88,1.0,ChIJwzWyFQ4IdkgRk8lWLXRQ4YQ,gas_station,
44001734,53.750467,-1.449747,-167.139434,3.202539713,1.0,ChIJe6yq8DVdeUgRf5vD1LmxXpw,gas_station,
44001735,51.522969,-0.642258,-36.27689177,1.529224379,1.0,ChIJ-1hWN7tkdkgR2xiJQmK-mA0,gas_station,
44001738,53.230938,-1.465918,35.16097368,-1.001292487,1.0,ChIJKTpfzAqFeUgRxeOIpiBnYL0,gas_station,
44001739,51.376924,-0.033959,-147.9521596,-0.952097148,1.0,ChIJ22RDOkUAdkgR6ktyFVctUAE,gas_station,
44001740,57.172451,-2.145048,-55.71074624,2.507914841,1.0,ChIJ_1K7cPURhEgR6OnDYz1LcfM,gas_station,
44001742,51.373084,-0.224744,-183.6338907,3.635644077,1.0,ChIJZaez00gIdkgRXvFXBLG71qo,gas_station,
44001743,51.46417,-0.277887,-105.575137,-0.340610682,1.0,ChIJq7wUEoMOdkgRnXS43oFWGRI,gas_station,
44001744,51.592239,-1.774588,116.527665,1.249367298,2.0,ChIJxVg0NYBGcUgRzxinjjRT_a4,gas_station,
44001745,51.250243,-0.592917,35.367878,-1.456925186,1.0,ChIJfcN-xOfRdUgRLkFLPZY4ahI,gas_station,
44001746,55.899589,-3.297105,-160.5679234,1.054862848,1.0,ChIJXWaeRATEh0gRXxufhGVeTyc,gas_station,
44001747,53.637061,-2.997,-167.6882469,-0.858446749,1.0,ChIJvbt5MsA-e0gRjMT-hPDzPEU,gas_station,
44001749,54.486734,-6.744358,-77.57434648,2.190030919,1.0,ChIJlYAG5z-MYEgRRz7ft2zBv5c,gas_station,
44001750,53.4205,-2.159362,-12.17163196,1.679801785,1.0,ChIJQ_mtxoaze0gROJzl58kpaQU,gas_station,
44001751,51.111679,-1.043959,-160.2702026,5.568234226,1.0,ChIJPcskOhM8dEgR4Co-LxDcZ9Y,gas_station,
44001752,53.497642,-2.204892,-62.50342932,0.321067473,1.0,ChIJ9YlpUzC3e0gRK0FnrIxY1Eo,gas_station,
44001753,55.881683,-4.2063,-88.53667785,2.675029067,1.0,ChIJwxHezO1DiEgR3j6rp4V22DU,gas_station,
44001754,51.599605,-0.10009,-167.4711175,3.647381573,1.0,ChIJYw4R6v8bdkgR6m8GW2Y1HEs,gas_station,
44001755,51.590556,-2.983593,-51.20678439,2.558825666,1.0,ChIJe9Q78cLmcUgRIOkGQo09E2I,gas_station,
44001757,53.4911,-2.241059,149.6064528,2.844523666,1.0,ChIJR-FiScixe0gRItlleuHbeII,gas_station,
44001759,50.73677,-1.786303,253.62,-5.96,1.0,ChIJWXs0t7mec0gRhMuHCTIoqsM,gas_station,
44001760,52.173001,0.112657,-36.27260422,-2.665050869,2.0,ChIJ19zd6RZ62EcRioSlCnS2Bnc,gas_station,
44001761,51.98474,-0.184571,-144.5667759,4.221165606,1.0,ChIJafJZ_HstdkgRj0m0cB4t3H8,gas_station,
44001762,52.648063,1.316719,-99.79793782,-3.724072188,1.0,ChIJH0MeP-Tj2UcRrbk7y7KPaK4,gas_station,
44001763,53.367244,-1.438973,-98.94347248,-0.591869536,1.0,ChIJ_3TQRMqDeUgRzkMkIyKqKv0,gas_station,
44001765,52.033066,1.197642,72.90594965,-1.97612451,1.0,ChIJLeTdMsaf2UcRf7wbyHne5lM,gas_station,
44001766,51.418152,-0.970986,-189.7476965,1.026717436,1.0,ChIJT9xBvJicdkgRtZHfueBx-yo,gas_station,
44001768,51.434301,0.353843,9.424317857,3.524637867,1.0,ChIJMWaPbAu22EcR6zM9ov4TEs0,gas_station,
44001770,52.815578,-2.123828,-114.9532469,-0.661900985,1.0,ChIJB51tHZxxekgRlxgHC5BN7Bw,gas_station,
44001772,51.430214,-0.185927,174.1432395,3.942390003,1.0,ChIJveSDJgAGdkgRnWeMHW5Y2x4,gas_station,
44001773,51.450481,0.029252,65.83928104,1.139410111,1.0,ChIJ45nv3JWp2EcRJM2CFEDI6BI,gas_station,
44001774,50.929757,-2.922361,-96.37479905,1.295556208,1.0,ChIJwyYYhpxzckgRFYwNUBfexUc,gas_station,
44001775,53.366297,-1.353704,-137.2974895,5.982741819,1.0,ChIJ0W1MyjKdeUgRqB-zIj7YrRM,gas_station,
44001776,55.810268,-4.35354,77.59588412,0.661193232,1.0,ChIJDRy2wmNIiEgR78CEMe4ZNGo,gas_station,
44001777,54.458268,-5.440603,181.88,-1.47,1.0,ChIJ_7RebhplYUgRJQqwCO5H_gk,gas_station,
44001778,50.810557,-1.876514,22.41027528,4.000533486,1.0,ChIJj4t096Kic0gR1ZHuHjULs-0,gas_station,
44001779,52.378404,-1.821245,89.01550866,1.600147662,2.0,ChIJ_1U0FYy4cEgRBWGsns0RxA8,gas_station,
44001783,50.693661,-3.23979,90.67,-4.41,1.0,ChIJ0SLGePKcbUgRBsVHx6UqT8Y,gas_station,
44001784,50.367602,-4.106136,-121.3076767,-0.795579814,1.0,ChIJUwXZH5rsbEgRIN2sdmXgwvE,gas_station,
44001785,51.509295,-0.334674,108.65,2.01,1.0,ChIJz09Qsn4NdkgR0pl1_Gu5xSA,gas_station,
44001786,54.944987,-1.670575,-45.18375186,-1.657328416,1.0,ChIJ4XTukNR5fkgRtX4C6Sr-DH0,gas_station,
44001787,53.282345,-3.811701,2.228224997,-0.846691549,1.0,ChIJuQWeR4seZUgRCQ88rZUHd7k,gas_station,
44001788,51.617218,0.291247,-155.9867849,6.245351263,1.0,ChIJiWtfsaO-2EcRdu-6-FWEEI0,gas_station,
44001790,53.383943,-3.014747,-31.51917156,-3.661702537,1.0,ChIJV3JFWDsne0gR1rLzrx33sgk,gas_station,
44001791,52.415635,-1.057968,-51.42770987,4.290937276,1.0,ChIJb4wJ-ltsd0gR6QBitxZAt5c,gas_station,
44001792,52.551785,-1.910861,140.2756861,5.137162559,1.0,ChIJ9c3U13KjcEgRT4vRH7c1fHw,gas_station,
44001794,54.486663,-0.622154,-105.8605428,-1.557600952,1.0,ChIJjXkuOHsXf0gRizzUGFcpvgs,gas_station,
44001795,51.125874,1.30829,46.04549659,1.11687215,1.0,ChIJ3-mw7iu73kcRXLIFjaCGQW0,gas_station,
44001796,54.519741,-6.031853,-171.2150394,1.571497904,1.0,ChIJzyODSk8EYUgRJqlcKL3j3c8,gas_station,
44001797,52.607926,-2.161568,29.81554007,1.935792576,1.0,ChIJuWTSU5eccEgRsjm_OkU2bd4,gas_station,
44001798,50.155667,-5.081713,-140.2262315,-1.919607541,1.0,ChIJOxHb7qk8a0gRWOP3CzISXLo,gas_station,
44001799,50.726142,-1.814108,35.99759562,-3.289128925,1.0,ChIJYfuERPWfc0gRfcPmunD-TQI,gas_station,
44001800,53.5394,-2.109142,-70.68611409,2.908238298,1.0,ChIJ4Wb5AoK3e0gRdxBSGfQ1lUk,gas_station,
44001801,51.545531,0.684934,-135.2441151,-0.006922634,1.0,ChIJNVUQF5jZ2EcRqlKxeRPG8Jk,gas_station,
44001803,51.47823,-0.189244,-173.7068443,3.425155335,1.0,ChIJIdJctYAPdkgRXLrIq8aBgiw,gas_station,
44001805,54.027357,-1.040836,-22.48151229,-0.908930063,1.0,ChIJszmRS3gyeUgR3xZbt5OMZws,gas_station,
44001807,51.755237,-0.268393,100.4880083,3.508979386,1.0,ChIJM-wHkRE8dkgRoVNlGBrM5nE,gas_station,
44001808,51.585408,-0.284928,134.1622496,3.714977186,1.0,ChIJQSgx0X0UdkgR52uEnXUnF6I,gas_station,
44001811,54.883537,-6.474165,38.08655785,1.692073445,1.0,ChIJy0GDZM5IYEgRj5pSkVRqW7g,gas_station,
44001813,55.853793,-4.110041,-101.8062973,2.949514489,1.0,ChIJq1N-huRBiEgRSb8kuHdnTPA,gas_station,
44001814,56.480724,-2.952004,147.7227772,0.737961035,1.0,ChIJmXLx1_1chkgRiZu_GDka8nY,gas_station,
44001817,55.891008,-4.386217,-111.1894661,5.463691848,1.0,ChIJY-lMJBBPiEgRZZvHBrxHc0I,gas_station,
44001818,53.178952,-0.6181,129.9507827,-7.430690891,1.0,ChIJi1I6V8ZPeEgRm5WvZ3RMnYk,gas_station,
44001819,51.527519,0.031704,-183.5792432,0.550696205,1.0,ChIJvWb95MSn2EcRq9ov73SdSsk,gas_station,
44001820,53.517156,-2.329778,-12.50959972,-1.74746489,1.0,ChIJ995h5Ayve0gRJ1RGdbNRnMU,gas_station,
44001822,51.902443,-0.395733,-76.88181803,1.250671162,1.0,ChIJVTrX8zRIdkgR_ui09Vyzy1U,gas_station,
44001823,52.414234,-1.885414,84.91199031,2.627462974,1.0,ChIJ6ZqG3ba-cEgRcPD1j66430Q,gas_station,
44001824,51.80198,-0.733481,-101.0198966,6.848016387,1.0,ChIJ__w2_vNYdkgRdYWx-qT1__o,gas_station,
44001825,51.581683,-3.430928,-38.8797677,5.885476977,1.0,ChIJz0H16DcUbkgR3qCCKGAXb04,gas_station,
44001826,51.649692,-4.047105,137.0483207,5.143297517,1.0,ChIJqZFRE3PzbkgRVlSnTVfZjc8,gas_station,
44001827,57.18743,-3.829404,151.56,-0.2,1.0,ChIJf6cj1IVfj0gREHEpUvC7_Pw,gas_station,
44001830,52.371484,-1.266019,-11.89257914,2.650703454,2.0,ChIJxW81wLZAd0gRYxj2ov0K4R8,gas_station,
44001831,53.525636,-2.554012,-22.58730309,4.268519829,2.0,ChIJAdCCNiMGe0gRwidTkULsJ4s,gas_station,
44001832,53.603057,-2.249997,34.550711,-0.391379167,1.0,ChIJ7aHIFD67e0gRVDiawHxzZGo,gas_station,
44001834,51.437385,-0.16195,99.60209925,-0.411292551,1.0,ChIJpfjCi-cFdkgRp4rmzZ3s63g,gas_station,
44001835,51.344667,-0.105732,14.81,-6.67,1.0,ChIJQ7Vpjvf9dUgRPQHHYyLkzBI,gas_station,
44001836,54.520396,-5.887405,-43.40897027,7.889598693,1.0,ChIJHVoiD_AOYUgR2EZVaYsL2Bg,gas_station,
44001837,54.599949,-5.914122,38.79395593,2.63093504,1.0,ChIJLcVrtKsJYUgRQhjcYVZaxCk,gas_station,
44001838,51.663962,-0.080606,55.91871962,4.31374165,1.0,ChIJJ3u8pEcfdkgRbfA492D6gXY,gas_station,
44001839,53.467353,-2.729103,-61.50828471,-2.595497513,1.0,ChIJQwam1Awbe0gRxr-kk5ahikc,gas_station,
44001840,51.439161,-0.129391,-119.2879095,-1.896121807,1.0,ChIJe6isnS8EdkgRvLGaiIrb8_A,gas_station,
44001841,54.523986,-5.889216,110.4579753,-1.796279398,1.0,ChIJ3UG75NAPYUgRpAZxNLhZQlg,gas_station,
44001843,54.523312,-7.197718,-24.6015423,3.344811298,1.0,ChIJu91FWE4qXkgRKV5lfJoAGEI,gas_station,
44001844,54.545949,-6.836658,175.4190787,-1.68187078,1.0,ChIJG_RY_waJYEgR4Ev43_pW3Yc,gas_station,
44001846,55.765699,-3.688048,-200.5994404,0.940511375,1.0,ChIJFdPrFRkLiEgRIb9E6FgkwZY,gas_station,
44001849,51.451522,-0.437345,-161.1214395,-4.871675853,1.0,ChIJT_4fIpZzdkgRlkzNHp35Iek,gas_station,
44001850,51.893203,-0.467293,-157.1173671,-2.635377517,2.0,ChIJOeclqBdJdkgRZmOisCNQEfw,gas_station,
44001853,51.749745,-0.234209,158.76,-3.98,1.0,ChIJn4tk8Io8dkgRuRRVBMl0zQc,gas_station,
44001854,51.649451,-0.170588,84.86276927,2.560817941,1.0,ChIJfUOELjcYdkgRFK74yWrFH30,gas_station,
44001855,51.302453,-0.546576,83.90001695,3.712841005,1.0,ChIJo74OIc3ZdUgRLGohha0zGHw,gas_station,
44001856,53.503317,-1.441235,-1.417618642,-0.878092236,1.0,ChIJb0AiA3t6eUgRfu167ScEThs,gas_station,
44001857,53.363498,-0.001111,85.7914798,2.646483803,1.0,ChIJhQ7n94l_eEgRJ15a62R1Ybo,gas_station,
44001858,53.002041,-0.411693,-12.98442652,0.005080086,1.0,ChIJdSUsNc0_eEgRcFul6-98e7k,gas_station,
44001859,50.91785,-1.491573,89.74675413,3.735301917,1.0,ChIJeQBpPwB2dEgRri9nMj_zH-w,gas_station,
44001860,53.454575,-2.112949,115.4388257,0.299059126,1.0,ChIJ44kBbCm0e0gR9NzhJpa1K-c,gas_station,
44001862,54.962267,-7.356113,146.3236177,1.479274862,1.0,ChIJXZP4ACfhX0gR3og6ix4_PTQ,gas_station,
44001863,52.436801,-1.493347,156.0031069,6.696078121,1.0,ChIJ41grFvZLd0gR-TdVibNQQeU,gas_station,
44001865,52.228107,-0.259676,-141.4702231,6.193645316,1.0,ChIJ_xTEqrbFd0gRmWukOquz6Qo,gas_station,
44001866,54.976458,-7.267393,46.2539729,-1.392580769,1.0,ChIJBXZADdrhX0gRPB0BWYIDWdM,gas_station,
44001867,51.374627,-0.407663,-153.9129996,4.863022432,1.0,ChIJH2eU_g91dkgRqfd1_rZ2SGA,gas_station,
44001868,51.554097,-0.48898,12.38192161,-2.001087529,1.0,ChIJcZeiMWJudkgRBQZTC2HCSFM,gas_station,
44001869,53.686144,-1.630901,175.4461161,9.287618608,2.0,ChIJrxo26N1heUgRuxqH7n-bqIc,gas_station,
44001870,51.671324,-0.583736,-27.79994276,1.845197959,1.0,ChIJaQNW3-9ndkgRnfa0eiYgi04,gas_station,
44001871,51.563097,0.116044,-125.6063266,1.699365776,2.0,ChIJk-Txbzak2EcRSlY2utB_5nk,gas_station,
44001872,51.437887,-0.900693,-101.6783281,1.804006015,1.0,ChIJDbOF50mFdkgRGi3F6GGnKfk,gas_station,
44001873,53.381194,-2.565615,81.40439601,1.477229994,1.0,ChIJF4MliPMBe0gRerBuKcLv3fg,gas_station,
44001875,57.169494,-2.095634,-20.23168523,4.087137194,1.0,ChIJNb5H7xEOhEgRF_EOl3FK7qI,gas_station,
44001876,52.753608,-1.05989,-30.66984296,3.885431334,1.0,ChIJ2cLMCxnZeUgROS4fEvDHq8I,gas_station,
44001877,52.08039,1.125192,-60.87912986,0.045886943,1.0,ChIJr3z_apih2UcRsAjTHtd1EkU,gas_station,
44001878,51.433295,-0.184377,-111.2864367,1.661790453,1.0,ChIJp4suq_8FdkgR7nRBFp3cUv0,gas_station,
44001879,51.375756,-0.222766,141.936137,4.722035348,1.0,ChIJJZGYgU8IdkgRWd8jx_rbjmA,gas_station,
44001881,51.477883,-2.530609,49.8529386,0.841791945,1.0,ChIJA3FufgCPcUgRIFgsX-roQmQ,gas_station,
44001884,51.60706,-0.019996,38.26554241,1.726596739,1.0,ChIJWX0glw4edkgR7fDyIRvso6I,gas_station,
44001887,53.535492,-2.67734,-124.3504534,5.155858625,1.0,ChIJb-Q6lPcPe0gRPDDNk95wksw,gas_station,
44001888,51.565207,0.103072,-153.0684513,3.976232603,1.0,ChIJ76A0Ai-k2EcRM_BBl_LRhlY,gas_station,
44001891,53.042278,-2.052029,47.66209092,2.092202999,1.0,ChIJpcAgUDxAekgRw5u5AnxLsUM,gas_station,
44001892,54.516835,-1.563478,-18.89191249,2.115323149,1.0,ChIJMXIfeN6bfkgRK40yp41OLI4,gas_station,
44001895,52.610054,-2.043704,-154.7435869,-2.313598632,1.0,ChIJ74pehdeecEgRtHTMDSeO9e0,gas_station,
44001897,51.716524,0.590283,-155.3956129,-1.648075129,1.0,ChIJ9b5bHsnn2EcR8KFr4RmhXgw,gas_station,
44001899,51.451342,-0.960501,2.987473326,3.493883054,1.0,ChIJsR2xCTmbdkgRr9UA3tGjTSI,gas_station,
44001900,55.796757,-4.273372,-37.38667591,3.065757285,1.0,ChIJAbc4vcVHiEgRGDmQYYh5ekw,gas_station,
44001901,51.367207,0.038545,167.0178492,-7.779685368,1.0,ChIJXYXnajqr2EcR2KQvkYG01yQ,gas_station,
44001903,54.41125,-7.171161,-94.41118499,1.165116327,1.0,ChIJqYGUEIkoXkgRgrXc2p8IT6I,gas_station,
44001905,53.401196,-1.494771,33.55791943,4.972835984,1.0,ChIJl5DyF5N4eUgREt43MJrxYrg,gas_station,
44001908,55.323873,-4.40316,162.8460876,0.794194165,1.0,ChIJtQkcKjWBYkgRFeYSq7EHmMg,gas_station,
44001909,54.255311,-5.949904,20.48409882,2.718730278,1.0,ChIJS_VkhfAiYUgRDFJwfkH9dA0,gas_station,
44001910,51.967706,1.352284,-125.7692814,0.088999298,1.0,ChIJIQKVQH532UcRr65NwG8KbeY,gas_station,
44001912,53.4822,-2.337218,-159.7872935,0.563008105,1.0,ChIJxdfQ8u6ue0gR9GJH8aUMUvU,gas_station,
44001913,54.933117,-3.823988,118.8230439,1.274522061,1.0,ChIJlSnq7ZLEYkgRg-22oI3n8Lc,gas_station,
44001914,54.399044,-5.764297,92.21222329,-2.596386315,1.0,ChIJZy-ws50TYUgR9yxsEmBZI9w,gas_station,
44001915,55.97122,-3.150751,86.017997,4.198044244,1.0,ChIJC8MO1he4h0gRbym3fSvb4OI,gas_station,
44001916,51.905234,-0.515664,343.08,-5.78,1.0,ChIJ2X8SQPBOdkgRP2T_Gmmfvik,gas_station,
44001917,51.30886,-0.301015,344.37,-0.26,1.0,ChIJl6KI157hdUgR12rt2bQB-IY,gas_station,
44001918,52.596381,-0.240889,14.156743,-5.387818409,1.0,ChIJ50RxOt7wd0gR-yA_YyUzeZs,gas_station,
44001919,51.061094,-0.33313,-97.8821535,0.079682975,1.0,ChIJgzy7i1DqdUgRXbioM-5N50U,gas_station,
44001922,51.2931,-0.154092,-28.11074542,2.211361553,1.0,ChIJ7YApnu_8dUgRD7GeAJDQgQ8,gas_station,
44001923,51.628402,-3.982437,150.7052005,2.782334558,2.0,ChIJDfMgL9v0bkgRpa-LtEiKjnA,gas_station,
44001924,51.405215,-0.837741,163.1130983,0.390366363,1.0,ChIJC-xn0GeBdkgR0wpWe4wgaYw,gas_station,
44001925,51.496122,-0.263407,-43.38968669,-0.620291357,1.0,ChIJ1ajFixQOdkgRRjXGKfw0UQI,gas_station,
44001926,51.629991,-0.097125,143.4602259,-2.156227777,1.0,ChIJcUWvizIZdkgRiQsYOLE-Jyg,gas_station,
44001927,54.593104,-5.989924,-2.020625786,5.844208149,1.0,ChIJ1-CX2dIHYUgRjkGZPXZEah4,gas_station,
44001928,52.982984,-1.123595,-76.09165155,0.811401173,1.0,ChIJYTB_vTPBeUgRehUIqoIK5Pg,gas_station,
