SiteID,hasShop,shopBrand,accuracy,Tokens,usedPhotoDate,usedPhotoFileName,isStreetViewPhoto
44001129,True,Esso On the Run,90,1555,2023-02-01,"Galashiels, Scotland",False
44001770,True,Spar,95,2587,2024-08-01,Shell,True
44003569,True,Central,95,1555,2024-05-01,Screenshot 2024-06-13 at 13.22.03.png,False
44006533,True,Londis,95,523,2023-08-01,crop_c6b06568-017b-4d7c-950d-56b7958f3922.jpg,True
44003479,True,Shell Select,70,2845,2022-07-01,image.png,True
44002285,True,Londis,95,2071,2018-12-01,7.png,False
44000472,True,Londis,100,2845,2024-06-01,Shell,True
44007994,True,ASDA,100,2845,2024-11-01,Screenshot 2024-11-18 at 21.23.32.png,False
44008429,True,Eurospar,100,523,2023-04-01,0514.png,True
44010149,False,null,100,2845,2023-06-01,97 A1,True
44002443,True,Nisa,70,1555,2022-09-01,491211a6-019e-4e85-bc34-836c607d1a47.png,True
44009821,True,Co-op,70,2587,2023-06-01,Screenshot_20240420-222747.png,True
44008631,True,Siop Y Ddraig Goch,95,2845,2023-04-01,7.png,False
44005321,True,Co-op,100,1039,2023-08-01,photo_Aug 2023,False
44007756,True,Londis,90,2845,2023-06-01,Screenshot 2024-01-26 at 10.35.58.png,True
44010360,True,Starbucks,95,1813,2024-02-01,image.png,False
44003513,True,Co-op,100,1555,2023-08-01,Screenshot 2024-05-09 at 18.06.33.png,True
44001395,False,,100,1297,2024-05-01,Screenshot 2024-05-16 at 14.55.07.png,True
44001261,True,Pitstop Garage & General Store,95,2845,2022-09-01,Screenshot 2024-11-17 at 12.52.53.png,False
44002682,True,Morrisons Daily,100,1813,2024-08-01,morrisons.png,False
44009306,True,Londis,100,2845,2023-09-01,Screenshot 2024-05-01 at 19.26.25.png,False
44006350,True,Spar,80,1813,2024-07-01,6000572448808790242.jpg,True
44001256,True,Tesco Express,90,1555,2024-07-01,Screenshot 2024-02-29 at 16.41.32.png,True
44000144,True,Tesco Express,100,2845,2024-09-01,Screenshot 2024-10-10 at 12.55.52.png,True
44001633,True,Spar,80,2329,2022-03-01,7,True
44003561,True,Morrisons Daily,100,1555,2024-05-01,Screenshot 2024-05-22 at 10.57.33.png,True
44004110,True,Morrisons Daily,95,2845,2022-09-01,no_filename,False
44003823,True,Spar,95,2845,2022-07-01,Screenshot 2024-02-29 at 12.18.21.png,False
44001472,True,Londis,90,2845,2024-04-01,Shell,False
44001217,True,Tesco Express,100,2845,2022-06-01,Screenshot 2024-02-15 at 22.17.42.png,False
44010876,True,Spar,80,2845,2017-12-01,Screenshot 2024-01-17 at 21.40.11.png,False
44006657,True,ASDA Express,95,1039,2023-07-01,photo_1.png,True
44004517,True,Esso On the Run,90,1297,2022-08-01,3.png,True
44006879,True,Nisa,95,2329,2024-08-01,Screenshot 2024-05-09 at 21.20.20.png,True
44009119,True,Gulf,90,1813,2017-09-01,1646844548512.jpg,False
44005561,True,Esso On the Run,75,2845,2023-06-01,Esso,False
44007964,True,Londis,100,1555,2023-10-01,Screenshot 2024-01-12 at 10.39.01.png,True
44006522,True,Greggs,95,2845,2019-08-01,Esso,False
44002761,True,Londis,95,523,2024-10-01,000.png,True
44003590,True,Tesco Express,95,2329,2021-05-01,Tesco Petrol Station.png,True
44009036,True,Esso On the Run,95,1813,2019-09-01,02.png,False
44007883,True,Londis,100,523,2022-03-01,Esso MFG Waterlinks.png,True
44004304,True,Spar,100,1555,2023-08-01,Screenshot 2024-05-05 at 17.26.55.png,True
44008102,True,Londis,100,2071,2016-05-01,1.png,True
44008639,True,Spar,95,1039,2022-04-01,Screenshot 2024-05-12 at 18.21.30.png,False
44003106,False,,100,523,2010-10-01,image.png,True
44009299,True,Royal Parade Stores,100,1297,2023-05-01,3 A287,True
44009577,True,On the Move,95,1297,2024-04-01,Screenshot 2024-05-09 at 10.29.40.png,True
44003219,True,ASDA,100,2845,2021-08-01,Asda Charlton Superstore,False
44003043,True,Spar,90,2587,2022-04-01,Gulf,False
44000229,True,Spar,95,2845,2019-07-01,Applegreen Abertawe 4.png,True
44002470,True,ParkShop,95,2845,2023-01-01,Screenshot 2024-05-16 at 10.55.56.png,False
44002580,True,Shell Select,95,2845,2021-12-01,Screenshot 2024-05-02 at 16.14.46.png,False
44001202,True,M&S Simply Food,95,2845,2021-02-01,bp.png,False
44008687,True,Vivo Essentials,95,523,2022-09-01,original.png,True
44002291,True,Nisa Local,95,2845,2023-12-01,JET,False
44009188,True,Woodside Garage,95,2587,2017-06-01,1-Full.jpg,False
44006651,True,Tesco Express,100,2845,2024-06-01,61015c0f-9809-4c9d-8fd6-9b61847d6f92.png,True
44009730,True,ASDA Express,95,2845,2022-10-01,Screenshot 2024-02-21 at 21.14.35.png,True
44002438,True,Mace,95,1555,2017-08-01,Screenshot 2024-01-20 at 14.22.14.png,False
44003525,True,Nisa,80,2845,2024-08-01,JET,False
44002260,True,Nisa,95,2845,2019-04-01,529329364-378049110098646-1742190001683714677-n.jpg,True
44003929,True,Tesco Express,100,2845,2024-03-01,12.png,False
44005056,True,Spar,100,2329,2023-08-01,Screenshot 2024-01-06 at 15.38.20.png,False
44007163,True,BP Connect,95,2845,2023-05-01,3-full.png,True
44009160,True,Shell Select,70,1297,2024-04-01,232.A1067,True
44002348,True,Londis,100,2845,2021-01-01,Screenshot 2024-03-20 at 18.16.42.png,False
44003518,True,Tesco Express,100,1555,2017-10-01,2.png,False
44011022,True,Circle K,95,2845,2023-08-01,11.png,False
44000783,True,Nisa,95,523,2023-05-01,image.png,True
44005758,True,Spar,95,523,2012-08-01,image.png,True
44004034,True,Tesco Express,100,2845,2021-08-01,88f31e70-964f-4a24-b060-e3f1161673bc.png,True
44005874,True,Londis,100,2071,2024-08-01,Screenshot 2024-05-05 at 9.29.57 PM.png,False
44007068,True,Morrisons Daily,100,1297,2021-05-01,Morrisons Petrol Station,False
44001632,True,Spar,95,1297,2023-11-01,M Maxol Service Station Scarva R...,False
44003316,True,Shell Select,70,1297,2023-04-01,Screenshot 2024-01-08 at 13.31.30.png,True
44000111,True,ASDA Express,100,1039,2021-02-01,Photo - Feb 2021,False
44009949,True,Spar,100,1039,2024-03-01,Solo,False
44001216,True,Spar,100,1039,2023-04-01,google_streetview.png,True
44004769,True,Londis,100,2845,2023-04-01,15.png,False
44003177,False,,100,2845,2024-06-01,2.png,False
44006367,True,Spar,95,2071,2022-06-01,Screenshot 2024-05-08 at 19.26.59.png,False
44001521,True,Esso On the Run,95,1555,2024-07-01,Esso,True
44006383,True,Premier,95,2845,2020-02-01,4.png,False
44009839,False,N/A,90,2329,2023-08-01,Screenshot 2024-01-22 at 21.18.46.png,False
44006244,True,Mace,95,2071,2017-08-01,8.png,False
44009563,True,Eurospar,95,2845,2023-10-01,bp,False
44004426,True,Morrisons Daily,100,2071,2023-10-01,Screenshot 2024-01-21 at 19.38.49.png,False
44006489,True,ASDA Express,100,1813,2023-11-01,Asda Sittingbourne Express P,False
44004973,True,Tesco Express,100,1039,2021-08-01,Screenshot 2024-04-28 at 12.37.16.png,False
44005058,True,Morrisons Daily,100,1813,2024-08-01,Screenshot 2024-08-22 at 12.43.16.png,True
44005344,True,Morrisons Daily,95,1039,2024-10,Screenshot 2024-05-06 at 15.34.38.png,True
44007077,True,Londis,95,523,2023-06-01,image.png,True
44001159,True,Londis,100,1555,2024-04-01,JET,False
44009141,True,Londis,100,1813,2023-08-01,Screenshot 2024-01-26 at 15.05.54.png,True
44010940,True,ASDA,80,2071,2023-10-01,Screen Shot 2024-01-18 at 11.38.58.png,False
44003674,True,Spar,100,2587,2024-02-01,Screenshot 2024-05-03 at 15.35.26.png,False
44001383,True,Best-one,100,1813,2024-05-01,20240525_142006.jpg,True
44005704,True,Spar,100,1813,2023-04-01,Screenshot 2024-05-09 at 19.40.48.png,True
44006792,True,Spar,100,2845,2021-07-01,7.png,False
44003858,False,null,90,1039,2021-04-01,1638849777103.jpg,False
44000929,True,Spar,100,1813,2022-10-01,Screenshot 2024-01-20 at 12.31.09.png,True
44009329,True,Londis,100,2587,2021-04-01,395293605_880774060496401_7092640605782457279_n.jpg,True
44005115,True,ASDA Express,100,2071,2024-03-01,Screenshot 2024-04-26 at 11.55.06.png,False
44007666,True,Spar,100,523,2022-04-01,image.png,True
44003668,True,M&S Simply Food,95,2329,2022-10-01,Screenshot 2024-06-16 at 10.33.42.png,False
44009081,True,Premier,95,2587,2017-10-01,1699425132252.jpg,False
44008720,False,null,100,1297,2023-08-01,Bradworthy,False
44007702,True,Nisa,95,2845,2024-02-01,16-Nisa.png,False
44010971,True,Centra,100,2071,2022-11-01,shop_image.png,False
44009444,True,Thames,80,2845,2019-08-01,10,False
44002390,True,Keystore,100,523,2019-07-01,image.png,True
44004790,True,Morrisons Daily,100,2845,2023-06-01,78 Hilmore Way,True
44009488,True,Nisa,80,1039,2023-04-01,Screenshot 2024-01-28 at 18.06.52.png,True
44008754,True,SPAR,95,1039,2023-03-01,Screenshot 2024-11-17 at 17.52.42.png,True
44010637,True,Unknown,50,1555,2023-04-01,R Sephton & Son,True
44009745,True,Spar,95,2845,2023-04-01,1678186724419.jpg,False
44006513,True,Londis,95,1297,2024-04-01,Screenshot 2024-05-09 at 16.29.28.png,False
44004425,True,M&S Simply Food,95,2845,2023-08,13.png,False
44002772,True,Tesco Extra,100,1813,2021-12-01,7.png,False
44010944,True,Greggs,95,1813,2023-08-01,Screenshot 2024-05-09 at 18.09.00.png,False
44006737,True,ASDA Express,100,1297,2024-02-01,Texaco,False
44005442,True,ASDA Express,95,2329,2024-08-01,screenshot_6.png,True
44002781,True,Shell Select,95,1813,2024-11-01,Screenshot_20241118-172412_Chrome.jpg,False
44000678,True,Londis,100,1297,2024-08-01,Screenshot 2024-05-03 at 13.41.24.png,True
44001537,True,Shell Select,100,2845,2022-12-01,Screenshot 2024-01-19 at 11.54.52.png,False
44002927,True,Tesco Express,100,1039,2022-06-01,3.png,True
44005298,True,Tesco Express,100,2845,2024-07-01,Screenshot 2024-03-21 at 22.03.53.png,True
44009891,True,Other,70,1297,2022-10-01,Screenshot 2024-02-17 at 15.23.56.png,True
44010060,True,Thrifty,95,1297,2022-06-01,Screenshot 2024-01-14 at 15.46.18.png,True
44008693,True,Nisa,80,1813,2023-06-01,Screenshot 2024-05-03 at 12.19.33.png,True
44004948,True,WHSmith,100,2845,2024-05-01,731450595-9a9c8e4e82.jpg,False
44003924,True,Spar,95,1039,2022-04-01,00000_gulf.png,False
44001062,True,Spar,80,781,2023-07-01,Screenshot 2024-01-19 at 20.05.18.png,True
44006948,True,Tesco Express,95,1813,2021-12-01,Screenshot 2024-05-03 at 14.03.35.png,False
44008808,True,Engebret Ltd,100,1813,2024-09-01,image.png,True
44000596,True,deli2go,95,2845,2024-04-01,shell-10.png,False
44004631,True,Nisa Local,95,1813,2020-09-01,Esso,False
44005409,True,Spar,70,1297,2023-05-01,Screenshot 2024-05-06 at 11.34.44.png,True
44004142,True,Shell Select,90,2845,2023-02-01,Screenshot 2024-01-16 at 16.34.49.png,False
44007583,True,Londis,100,1039,2024-03-01,Screenshot 2024-05-07 at 11.57.20.png,False
44010624,True,Other,70,1297,2023-05-01,Screenshot 2024-01-19 at 17.42.21.png,True
44007028,True,Londis,95,2845,2023-03,Screenshot 2024-02-05 at 19.55.09.png,True
44002208,True,ASDA,100,2845,2022-02-01,430886531-00001.jpg,False
44007383,True,Spar,80,1297,2024-08-01,Screenshot 2024-01-12 at 22.49.36.png,True
44004422,True,Tesco Express,95,1297,2021-07-01,Tesco Petrol Station,True
44000817,True,M&S Simply Food,100,2329,2023-09-01,2836820208390540707.jpg,False
44009102,True,Costcutter,100,523,2024-07-01,image.png,True
44001282,True,Budgens,95,2587,2024-06-01,329 Brighton Rd,True
44007320,True,Premier,95,1039,2021-03-01,filling station,True
44003269,True,Spar,100,1039,2023-10-01,767455431-8edb16aa-62d0-4636-888a-74f9fef30722.png,True
44001345,True,M&S Simply Food,95,2845,2021-10-01,bp,False
44007169,True,Tesco Express,100,1297,2022-08-01,420817807-20240216-082518.png,True
44007008,True,Tesco Express,100,2071,2024-05-04,screenshot_1717436820.png,True
44003477,True,Spar,100,2329,2024-10-01,Texaco-6.png,False
44002969,True,Nisa,80,2845,2020-06-01,3.png,False
44002038,True,Texaco,95,1297,2023-06-01,Screenshot 2024-05-04 at 19.49.45.png,True
44007059,False,null,100,523,2023-08-01,95950206-7646-4434-a897-106019b17672.jpg,True
44005269,True,Waitrose SELECT,95,2845,2018-08-01,Shell,False
44002894,True,Morrisons Daily,100,2845,2022-12-01,368308369-781466407349605-5188383912116269378-n.jpg,False
44009200,True,Spar,100,1039,2022-04-01,1600309987007.jpg,False
44003643,True,Tesco Extra,100,2845,2019-01-01,Screenshot 2024-02-19 at 12.32.58.png,False
44001760,True,Shell Select,95,2845,2022-12-01,del2go and cashpoint,False
44001497,True,Spar,100,2845,2023-05-01,Esso.png,False
44002618,True,Shell Shop,100,2329,2015-04-01,8.png,False
44004956,True,Londis,100,2329,2024-02-01,Screenshot 2024-05-15 at 13.48.48.png,False
44001559,True,Shell Select,95,2845,2024-05-01,Shell - Google Search_05,False
44004300,True,Morrisons Daily,100,2845,2018-10-01,8.png,False
44009045,True,Other,75,1297,2023-05-01,image.png,True
44002849,True,Spar,100,2587,2024-07-01,Midhurst Service Station Esso/Spar,False
44001191,True,Londis,95,1297,2022-02-01,Screenshot 2024-04-27 at 13.02.29.png,True
44009336,True,Convenience Store,95,2587,2023-10-01,2024-02-18-11-26-09.jpg,False
44003979,True,Esso On the Run,95,1297,2024-10-01,Image capture Oct 2024. Images may be subject to copyright. Terms,False
44006443,True,Shell Select,90,1297,2011-06-01,Shell.png,True
44001058,True,ASDA Express,95,1297,2023-08-01,Screenshot 2024-01-27 at 17.14.05.png,False
44002572,True,Tesco Express,100,1297,2021-10-01,Tesco Petrol Station,False
44004323,True,Spar,95,1297,2022-10-01,Shell.png,True
44006754,True,Londis,95,2845,2024-06-01,Screenshot 2024-11-29 at 10.54.06.png,True
44008082,True,Spar,95,523,2022-07-01,Esso.png,True
44009196,True,Londis,100,1039,2023-04-01,Screenshot 2024-04-17 at 21.06.50.png,True
44005182,True,Nisa,90,2845,2018-09-01,Essar.png,False
44009094,True,Gulf,100,2845,2021-03-01,Screenshot 2024-01-19 at 10.02.10.png,False
44004784,True,Londis,100,1039,2023-06-01,Screenshot 2024-02-04 at 14.29.53.png,True
44002094,True,Londis,100,2845,2022-10-01,Shell,True
44000230,True,Spar,100,2845,2022-01-01,Screenshot 2024-04-20 at 17.35.33.png,False
44007368,True,ASDA,100,2845,2022-08-01,500155.png,False
44005476,True,Londis,95,1555,2023-10-01,4 Lower Bar,True
44002531,True,Londis,90,2845,2022-09-01,Screenshot_20240508_163444_Google.jpg,False
44000361,True,Texaco Shop,95,1039,2024-06-01,Screenshot 2024-06-02 at 20.15.29.png,True
44000639,True,Shell Select,95,2329,2023-03-01,7.png,True
44001624,True,Tesco Express,100,2845,2022-01-01,917 Hertford Rd,True
44000949,True,Keystore,95,2845,2022-07-01,7,False
44010934,True,Spar,100,523,2022-11-01,image.png,True
44009443,True,Londis,95,1039,2024-07-01,Screenshot 2024-01-07 at 23.22.30.png,True
44007744,True,,3,523,2024-05-01,image.png,True
44000302,True,Londis,100,1555,2024-01-01,Screenshot 2024-05-01 at 14.44.03.png,False
44006956,True,Spar,100,1555,2022-04-01,1520827386-1705306685,False
44002546,True,Spar,95,2587,2020-11-01,Screenshot 2024-05-09 at 15.14.32.png,False
44004730,True,Applegreen,100,2329,2024-07-01,Screenshot 2024-05-03 at 13.48.39.png,True
44000131,True,Shell Select,70,523,2008-08-01,0240_07564_0.jpg,True
44007866,True,Londis,100,1555,2024-09-01,Screenshot 2024-05-07 at 15.35.09.png,True
44003649,True,Spar,100,1297,2023-07-01,Screenshot 2024-01-19 at 12.15.30.png,True
44004829,True,Spar,100,2845,2021-11-01,Holmrook Service Station,True
44010084,True,Spar,100,523,2022-10-01,img.png,True
44008901,True,SPAR,100,2587,2023-03-01,50203911862_0d2463624d_o.jpg,False
44001274,True,Shell Select,80,1555,2024-11-01,screenshot_1.png,False
44007236,True,M&S Simply Food,100,1555,2018-06-01,bp,False
44005562,True,WELCOMEBREAK,95,2845,2023-09-01,bp,False
44007240,True,ASDA Express,100,2071,2024-05-01,04 Asda Cross Hills Express Petrol.jpg,False
44010651,True,Nisa,70,1813,2023-03-01,Screenshot 2024-05-03 at 11.35.58.png,True
44005452,True,Spar,95,1555,2022-09-01,Screenshot 2024-01-11 at 22.08.49.png,True
44002344,True,Shell Select,100,2845,2024-08-01,image.png,False
44010782,False,null,100,523,2024-08-01,73974634-7695-4785-a550-270ff6e2591f.jpg,True
44000284,True,Tesco Express,100,2845,2024-09,google-t-65.png,False
44000412,True,Spar,95,1039,2023-03-01,33 Church Rd,True
44008434,True,Circle K Express,100,523,2024-05-02,Circle K Express Lurgan Banbridge Rc.png,False
44006977,True,ASDA Express,100,2845,2024-05,Screenshot 2024-05-21 at 18.13.31.png,False
44005923,True,ASDA Express,95,2071,2023-05-01,83722523-d74a-42c7-b836-8f93c8b1e476.png,False
44000836,True,Londis,100,2845,Jul 2023,Applegreen,False
44008839,True,Nisa,95,1039,2020-06-01,20200601_Longfield_Service_Station.png,False
44002570,True,Morrisons Daily,100,1039,2022-06-01,192.png,True
44010881,False,,90,1039,2023-08-01,Screenshot 2024-01-18 at 15.27.59.png,True
44005404,True,Spar,95,2845,2024-05-01,Screenshot 2024-05-10 at 17.17.18.png,True
44000303,True,Co-op,100,2845,2018-03-01,1-Full.jpg,False
44003228,True,BP Connect,95,1555,2024-06-01,Screenshot 2024-06-15 at 21.46.34.png,True
44006009,True,Spar,80,2845,2023-04-01,10-Texaco.png,False
44007772,True,Best One,90,2587,2024-03,Screenshot 2024-05-15 at 13.04.43.png,False
44008503,True,ASDA Express,100,2845,2024-08-01,Screenshot 2024-05-08 at 16.28.53.png,False
44009980,True,Tesco Express,100,2845,2024-02-01,847170451428414444575395740459494667482_0_7167483171824447337,False
44009830,True,Eurospar,95,1297,2024-05-01,2 Gilpinstown Rd,True
44004953,True,BP Connect,95,2071,2022-06-01,bp,False
44008164,False,none,100,2845,2024-06-01,"Stockton-on-Tees, England",True
44005109,True,Nisa,90,1039,2023-10-01,Screenshot 2024-02-26 at 16.25.21.png,True
44002695,False,null,100,523,2023-06-01,73496215-21b1-42b0-8375-785f44573c6e.png,True
44003490,True,Londis,95,1039,2023-09-01,shell.png,True
44010921,True,Spar,95,1039,2022-04-01,3.png,False
44009585,True,Shell Select,95,2845,2022-06-01,Shell,False
44006563,True,Morrisons Daily,100,1555,2023-06-01,Screenshot 2024-01-28 at 12.48.47.png,True
44008052,True,Tesco Express,100,1297,2022-12-01,Screenshot 2024-03-09 at 10.00.41.png,False
44010959,True,Brockwell,90,2329,2023-05-01,83 Brockwell Ln,True
44009958,True,null,30,523,2023-06-01,Aughrim Service Station.png,True
44001447,True,Morrisons Daily,100,1555,2023-05-01,Screenshot 2024-05-02 at 22.05.43.png,True
44002939,False,,80,1039,2021-11-01,Screenshot 2024-01-27 at 20.47.35.png,True
44001630,True,Spar,100,2845,2022-03-01,Texaco Elite Garages Pulborough,False
44008847,False,null,100,523,2024-08-01,5672941571-09c8ddc8e4-o.png,True
44000623,True,Morrisons Daily,100,1555,2022-12-01,photo.jpg,False
44005349,True,Londis,95,1555,2023-04-01,Screenshot 2024-04-27 at 14.58.36.png,True
44000779,True,Spar,100,523,2023-06-01,image.png,True
44008509,True,ASDA Express,95,523,2021-06-01,image.png,True
44000695,True,Premier,95,781,2023-07-01,Murco,False
44009581,True,K&S Shop,95,1555,2016-05-01,K&S Fuels,False
44007502,False,,95,1039,2021-07-01,Brandsburton Motor Group,False
44010026,True,Tesco Express,85,2071,2021-05-01,Tesco Petrol Station,False
44007127,True,Morrisons Daily,100,2845,2024-09-01,2024-09-28_18-43-54.png,False
44001740,True,Spar,95,1813,2017-10-01,4.png,False
44007145,True,Nisa Local,95,2587,2023-05-01,image.png,True
44006398,True,Spar,95,2071,2024-06-01,Screenshot 2024-06-15 at 14.57.28.png,True
44007326,True,Londis,95,2587,2023-07-01,Esso,False
44001376,True,Co-op,100,1555,2024-04-01,Screenshot 2024-05-03 at 18.09.22.png,True
44006934,True,Londis,100,1039,2023-06-01,Screenshot 2024-01-26 at 14.53.04.png,True
44006177,True,Budgens,95,2845,2019-01-01,9,False
44005332,True,M&S Simply Food,95,2845,2022-01-01,850941d7-90a4-4508-9510-7d64848b8390.jpg,False
44007699,True,Shell Select,70,2845,2024-11-01,Screenshot 2024-01-05 at 18.02.57.png,False
44008167,True,Shell Select,95,2845,2023-09-01,3.png,False
44001579,True,Londis,95,2845,2024-09-01,Screenshot 2024-02-29 at 14.41.10.png,True
44000021,True,Spar,100,523,2021-12-01,image.png,True
44005050,True,Esso On the Run,80,1039,2022-09-01,2.jpg,True
44005324,True,Londis,100,1555,2024-09-01,bp,True
44001086,True,Shell Select,100,1813,2016-03-01,shell,False
44007677,True,Co-op,100,2845,2022-06,1151060279-7bb731856389290a.jpg,False
44009865,True,Morrisons Daily,100,1555,2024-01-01,1-Full.png,False
44007313,True,M&S Simply Food,95,523,2021-07-01,image.png,True
44001194,True,Spar,95,523,2023-04-01,image.png,True
44002653,True,Spar,80,1813,2023-01-01,JET,False
44002785,True,Esso On the Run,95,2845,2023-12-01,1-Esso.png,False
44002949,True,Tesco Extra,100,2845,2024-06-01,337792957_10162195392960283_1602998735115837453_n.jpg,False
44008982,False,null,90,523,2024-03-01,image.png,True
44001075,True,Costcutter,100,2845,2024-03-01,Screenshot 2024-05-04 at 13.32.27.png,False
44008889,True,Spar,100,1297,2023-04-01,Screenshot 2024-05-08 at 14.47.23.png,True
44005503,True,Esso On the Run,70,2845,2022-11-01,Uplyme Filling Station,False
44004317,True,Esso On the Run,95,2329,2024-10-01,5776a420-a703-4407-985d-b3358d9d7943.jpg,False
44001551,True,Londis,95,2329,2024-07-01,Screenshot 2024-02-03 at 14.09.34.png,True
44005313,True,Wild Bean Cafe,95,2587,2021-04-01,bp,False
44000834,True,Spar,95,2071,2023-05-01,3.png,True
44000634,True,Londis,90,2845,2024-11-01,shell,False
44003033,True,Morrisons Daily,100,1813,2024-11-01,We Buy Any Car Witham,False
44003272,True,SPAR,90,2845,2023-06-01,image.png,True
44000849,True,Spar,85,781,2012-11-01,893727a8-9160-404c-8217-2321490d7766.png,True
44008011,True,Co-op,100,1813,2019-05-01,Co-op Food - Shell Petrol Static,False
44003644,True,Tesco Extra,100,2845,2023-10-01,Screenshot 2024-04-28 at 17.08.37.png,False
44002723,True,Esso On the Run,90,1813,2024-06-01,Screenshot 2024-06-15 at 16.50.56.png,True
44000172,True,Spar,70,2845,2017-04-01,Steeles of Worthing (Harvest petrol ...,False
44003132,True,Londis,95,2845,2022-08-01,Screenshot 2024-01-07 at 13.20.25.png,False
44005421,True,Morrisons Daily,100,2587,2023-06-01,Screenshot 2024-01-19 at 12.49.52.png,True
44004910,True,Londis,100,1555,2024-10-01,Screenshot 2024-05-05 at 21.22.32.png,True
44002426,True,Spar,90,2845,2024-02-01,Screenshot_20240519-063112.png,True
44006933,True,Spar,100,2845,2024-07-13,1718228842117.jpg,True
44008214,True,Local Grocerence,100,2845,2022-11-01,9803997c-6189-45d5-9185-dbb47b274d09.png,True
44007538,False,,90,523,2023-09-01,image.png,True
44006707,True,Nisa,90,1813,2020-11-01,Screenshot 2024-05-16 at 13.27.35.png,False
44000236,True,Spar,100,2845,2022-12-01,76187bca-4400-4f96-93bb-55e6113a0674.png,False
44006341,True,Premier,95,2845,2020-07-01,Screen Shot 2024-03-13 at 4.19.24 PM.png,False
44003118,True,Waitrose,95,2329,2023-05,8.png,False
44007319,True,Esso On the Run,95,1039,2024-04-01,76.94_litres.png,True
44006258,True,Shop,75,2845,2018-09-01,Screenshot 2024-02-26 at 19.57.30.png,False
44000442,True,Esso On the Run,80,1039,2024-08-01,Screenshot 2024-05-13 at 12.53.01.png,True
44005837,True,best-one,75,2845,2021-09-01,Texaco Petrol Station,False
44010198,True,ASDA Express,95,1297,2023-05-01,Screenshot 2024-01-03 at 23.09.50.png,False
44005261,True,Londis,95,2329,2022-10-01,Texaco Petrol Station,True
44002847,True,Tesco Express,100,2845,2023-06-01,Screenshot 2024-02-17 at 22.12.26.png,False
44009929,True,Spar,100,2845,2024-05-01,5d5d4c00-db7e-485d-b7bd-5b9a266161b6.png,False
44000187,True,Eurospar,100,1297,2023-03-01,Screenshot 2024-03-24 at 15.09.24.png,True
44011016,True,Village Fuel Depot,100,1039,2023-06-01,image.png,True
44000157,True,Premier,100,2071,2020-09-01,Queensway Service Station-Shell.png,False
44003021,True,Tesco Express,100,1039,2024-08-01,Screenshot 2024-05-03 at 9.02.35 AM.png,True
44010104,False,null,10,523,2022-09-01,AS 24.png,True
44001511,True,Shell Select,90,2845,2024-05-01,shell-1.png,True
44005507,True,Shell Select,100,2845,2024-03-01,Screenshot 2024-05-03 at 10.48.49.png,False
44008271,True,Spar,95,523,2022-08-01,Esso.png,True
44005348,False,Esso On the Run,2,523,2023-04-01,1221473426-0.jpg,True
44010917,True,Spar,95,1039,2022-04-01,Gulf.png,False
44004150,True,Premier,100,2845,2024-01-01,360-bp.jpg,False
44007642,True,Shell Select,95,2845,2020-11-01,Screenshot 2024-01-12 at 21.13.36.png,False
44009990,True,Tesco Extra,100,2587,2021-09-01,Tesco Petrol Station,False
44008590,True,Shell Select,95,1039,2022-03-01,shell,True
44002805,False,N/A,100,523,2022-05-01,image.png,True
44009734,True,ASDA Express,90,1297,2023-01-01,2.PNG,False
44003299,True,M&S Simply Food,85,2587,2020-08-01,bp.png,False
44004472,True,Tesco Express,100,2071,2023-02-01,4,False
44007142,True,,30,523,2024-07-01,image.png,True
44005949,True,M&S Simply Food,100,2845,2023-09-01,648795c2-2111-4993-a93d-25980e09b418.jpeg,False
44006030,True,Tesco Express,95,1555,2024-05-01,Tesco Petrol Station,True
44002968,True,Londis,95,1555,2024-11-01,Screenshot 2024-11-05 at 14.13.45.png,False
44004192,True,SPAR,95,2329,2019-05-01,Shell,False
44003372,True,Other,70,523,2021-10-01,Parc Service Station.png,True
44009718,True,ASDA,100,2845,2019-11-01,1-FullPagePhoto.jpg,False
44005683,True,Alexander & Robertson Ltd,95,2587,2022-11-01,Screenshot 2024-01-12 at 10.42.12.png,False
44004593,True,Nisa,70,2587,2024-01-01,85a41954-bb5b-4808-874b-87067f18d34d.png,False
44006220,True,Londis,100,1039,2023-10-01,2023-10-01,False
44008951,True,Spar,100,1039,2023-07-01,Screenshot 2024-03-16 at 19.55.53.png,True
44006374,True,Shop,90,1297,2024-08,Screenshot 2024-05-01 at 22.34.39.png,False
44000470,True,Premier,95,2071,2024-06-01,117 Lichfield Rd,True
44007218,True,Londis,95,2845,2024-09-01,Screenshot 2024-10-13 at 21.28.39.png,False
44000758,True,MACE,90,1039,2021-04-01,Emo Mace Annacclone,False
44007646,True,Nisa,70,1297,2023-03-01,Screenshot 2024-05-03 at 14.39.11.png,True
44000291,True,Londis,95,2845,2023-10-01,Screenshot 2024-01-28 at 17.24.06.png,False
44010057,True,Premier,100,1555,2023-03-01,2040432521-2024-02-06-08-57-26.png,False
44008932,False,null,95,523,2022-08-01,image.png,True
44008595,True,Spar,90,2845,2017-07-01,Screenshot 2024-11-17 at 11.49.06.png,False
44003486,True,Co-op,95,2845,2023-04-01,Screenshot 2024-04-26 at 22.45.44.png,True
44002980,True,Spar,95,1039,2022-04-01,Screenshot 2024-06-01 at 11.29.20.png,False
44009649,True,Spar,95,1039,2022-04-01,2,False
44000440,True,Londis,95,2587,2023-03-01,Screenshot 2024-05-03 at 13.47.44.png,False
